Customer_ID,Age,Gender,Location,Device_Type,Traffic_Source,Session_Count,Return_Customer,Time_of_Day,Time_Spent_on_Site,Pages_Viewed,Product_Category,Product_Category_2,Discount_Code_Used,Payment_Method,Items_in_Cart,Added_to_Cart,Abandonment_Point,Converted,Order_Value
CUST00544,35,Female,Dubai,Mobile,Organic,2,Yes,Afternoon,17.44,2,Electronics,None,No,Credit/Debit Card,,No,Product Page,No,
CUST00545,40,Female,Dubai,Tablet,Social Media,1,No,Evening,39.19,9,Books,None,No,Credit/Debit Card,,No,Product Page,No,
CUST00546,31,Male,Sharjah,Tablet,Direct,3,Yes,Morning,150.54193256331232,33,Apparel,None,Yes,Digital Wallet,2.0,Yes,None,Yes,2112.04
CUST00547,33,Other,Doha,Desktop,Paid Search,2,Yes,Evening,18.76,5,Sports,Electronics,No,Digital Wallet,,No,Product Page,No,
CUST00548,53,Female,Dubai,Mobile,Email,3,Yes,Night,37.73,7,Apparel,None,Yes,Credit/Debit Card,3.0,Yes,None,Yes,136.18
CUST00549,52,Male,Dubai,Mobile,Organic,4,Yes,Evening,23.07,5,Apparel,Sports,Yes,Credit/Debit Card,2.0,Yes,Checkout,No,
CUST00550,42,Male,Kuwait City,Desktop,Social Media,3,Yes,Evening,18.63,8,Electronics,None,No,Credit/Debit Card,3.0,Yes,None,Yes,417.92
CUST00551,37,Female,Kuwait City,Mobile,Paid Search,1,No,Afternoon,6.67,1,Apparel,None,Yes,Digital Wallet,,No,Product Page,No,
CUST00552,45,Female,Dubai,Tablet,Social Media,3,Yes,Night,8.05,5,Home & Kitchen,None,Yes,Digital Wallet,,No,Product Page,No,
CUST00553,33,Female,Riyadh,Mobile,Paid Search,2,Yes,Night,9.47,4,Grocery,None,No,Credit/Debit Card,3.0,Yes,None,Yes,69.66
CUST00554,41,Male,Sharjah,Tablet,Paid Search,2,Yes,Evening,46.44,12,Apparel,Beauty,Yes,Cash on Delivery,3.0,Yes,Checkout,No,
CUST00555,29,Male,Riyadh,Mobile,Paid Search,26,Yes,Afternoon,26.08,6,Beauty,None,Yes,BNPL,5.0,Yes,Cart,No,
CUST00556,28,Male,Muscat,Desktop,Social Media,1,No,Night,43.18,9,Apparel,None,No,BNPL,,No,Product Page,No,
CUST00557,42,Male,Dubai,Mobile,Organic,3,Yes,Afternoon,24.59,5,Electronics,Books,Yes,Credit/Debit Card,2.0,Yes,Checkout,No,
CUST00558,41,Male,Kuwait City,Desktop,Email,6,Yes,Morning,20.715,7,Home & Kitchen,Grocery,Yes,Digital Wallet,4.0,Yes,None,Yes,263.35
CUST00559,40,Female,Sharjah,Mobile,Paid Search,1,No,Afternoon,19.74,2,Electronics,None,No,BNPL,1.0,Yes,Checkout,No,
CUST00560,34,Male,Riyadh,Desktop,Social Media,1,No,Evening,36.26,8,Books,None,Yes,Credit/Debit Card,3.0,Yes,Payment Gateway,No,
CUST00561,42,Male,Riyadh,Desktop,Social Media,1,No,Afternoon,24.82,8,Beauty,Grocery,No,BNPL,3.0,Yes,Cart,No,
CUST00562,33,Male,London,Mobile,Social Media,3,Yes,Afternoon,5.84,3,Apparel,None,Yes,Cash on Delivery,,No,Product Page,No,
CUST00563,22,Male,Dubai,Mobile,Email,4,Yes,Morning,10.99,5,Beauty,Apparel,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00564,37,Female,Dubai,Mobile,Organic,26,Yes,Evening,27.81,4,Electronics,None,Yes,Digital Wallet,3.0,Yes,None,Yes,363.79
CUST00565,28,Female,Dubai,Mobile,Email,4,Yes,Evening,18.72,3,Beauty,Apparel,Yes,Credit/Debit Card,3.0,Yes,None,Yes,70.21
CUST00566,46,Female,Mumbai,Mobile,Social Media,1,No,Afternoon,15.64,6,Sports,None,No,Credit/Debit Card,,No,Product Page,No,
CUST00567,53,Male,Doha,Mobile,Organic,2,Yes,Night,14.4,4,Sports,None,No,Cash on Delivery,2.0,Yes,None,Yes,187.89
CUST00568,58,Male,Riyadh,Mobile,Social Media,3,Yes,Evening,15.15,2,Apparel,Sports,No,BNPL,2.0,Yes,Checkout,No,
CUST00569,38,Male,Dubai,Desktop,Email,4,Yes,Morning,18.37,5,Apparel,Beauty,Yes,BNPL,3.0,Yes,Cart,No,
CUST00570,31,Male,Cairo,Desktop,Direct,7,Yes,Afternoon,22.08,5,Home & Kitchen,Toys,No,Credit/Debit Card,,No,Product Page,No,
CUST00571,40,Female,Muscat,Mobile,Organic,3,Yes,Evening,29.61,11,Grocery,Beauty,No,BNPL,4.0,Yes,None,Yes,94.81
CUST00572,38,Male,Doha,Desktop,Email,4,Yes,Morning,32.82,8,Books,Electronics,Yes,BNPL,,No,Product Page,No,
CUST00573,40,Female,Abu Dhabi,Desktop,Paid Search,2,Yes,Morning,12.18,2,Apparel,None,No,BNPL,3.0,Yes,Cart,No,
CUST00574,49,Male,Dubai,Mobile,Direct,3,Yes,Evening,20.63,6,Sports,Books,No,Cash on Delivery,3.0,Yes,Cart,No,
CUST00575,34,Female,Riyadh,Mobile,Paid Search,1,No,Evening,7.61,5,Books,Electronics,No,Digital Wallet,,No,Product Page,No,
CUST00576,40,Female,Doha,Mobile,Paid Search,3,Yes,Evening,43.59,10,Apparel,None,Yes,Credit/Debit Card,2.0,Yes,Checkout,No,
CUST00577,39,Female,Dubai,Desktop,Paid Search,2,Yes,Evening,30.73,6,Sports,None,No,Credit/Debit Card,,No,Product Page,No,
CUST00578,37,Female,Riyadh,Desktop,Referral,1,No,Night,18.13,5,Apparel,Beauty,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00579,58,Other,Abu Dhabi,Mobile,Direct,4,Yes,Morning,62.71,13,Apparel,None,No,Digital Wallet,2.0,Yes,None,Yes,131.08
CUST00580,31,Female,Kuwait City,Desktop,Direct,5,Yes,Morning,12.87,3,Electronics,None,Yes,Credit/Debit Card,4.0,Yes,None,Yes,552.48
CUST00581,47,Male,Sharjah,Mobile,Email,4,Yes,Night,17.66,2,Home & Kitchen,Toys,No,Digital Wallet,,No,Product Page,No,
CUST00582,36,Male,Dubai,Mobile,Social Media,1,No,Evening,18.79,6,Sports,Apparel,Yes,Credit/Debit Card,1.0,Yes,Cart,No,
CUST00583,48,Female,Sharjah,Desktop,Direct,4,Yes,Evening,65.88,12,Home & Kitchen,Toys,No,BNPL,2.0,Yes,Payment Gateway,No,
CUST00584,47,Female,Abu Dhabi,Desktop,Referral,1,No,Morning,42.67,5,Electronics,Home & Kitchen,Yes,Credit/Debit Card,2.0,Yes,None,Yes,298.73
CUST00585,30,Male,Dubai,Mobile,Social Media,2,Yes,Morning,24.99,6,Apparel,Beauty,No,Digital Wallet,,No,Product Page,No,
CUST00586,45,Male,Muscat,Mobile,Paid Search,1,No,Afternoon,6.04,3,Home & Kitchen,None,No,Digital Wallet,3.0,Yes,None,Yes,1643.12
CUST00587,26,Other,Dubai,Tablet,Organic,4,Yes,Afternoon,15.39,3,Home & Kitchen,None,No,Credit/Debit Card,,No,Product Page,No,
CUST00588,27,Male,Abu Dhabi,Mobile,Referral,1,No,Morning,21.25,6,Home & Kitchen,None,Yes,Digital Wallet,,No,Product Page,No,
CUST00589,38,Male,Dubai,Desktop,Direct,2,Yes,Afternoon,10.83,4,Electronics,None,No,Digital Wallet,2.0,Yes,Checkout,No,
CUST00590,53,Male,Dubai,Mobile,Direct,8,Yes,Evening,17.89,4,Beauty,None,Yes,Digital Wallet,4.0,Yes,None,Yes,106.71
CUST00591,43,Female,Abu Dhabi,Mobile,Direct,4,Yes,Morning,26.21,4,Books,Grocery,No,Cash on Delivery,2.0,Yes,None,Yes,47.17
CUST00592,30,Male,Dubai,Mobile,Direct,4,Yes,Morning,96.31943305746536,48,Home & Kitchen,Toys,No,Credit/Debit Card,,No,Product Page,No,
CUST00593,22,Female,Riyadh,Mobile,Email,4,Yes,Afternoon,29.73,8,Beauty,None,No,Cash on Delivery,4.0,Yes,Checkout,No,
CUST00594,44,Male,Dubai,Desktop,Organic,2,Yes,Morning,37.99,6,Books,None,No,BNPL,,No,Product Page,No,
CUST00595,38,Female,Doha,Mobile,Paid Search,1,No,Morning,9.11,1,Beauty,None,No,Cash on Delivery,,No,Product Page,No,
CUST00596,39,Female,Dubai,Mobile,Organic,6,Yes,Afternoon,15.6,4,Beauty,Grocery,No,Credit/Debit Card,4.0,Yes,Payment Gateway,No,
CUST00597,42,Male,Dubai,Mobile,Social Media,2,Yes,Evening,5.85,1,Beauty,None,Yes,Credit/Debit Card,2.0,Yes,Cart,No,
CUST00598,49,Female,Abu Dhabi,Mobile,Direct,5,Yes,Evening,14.92,5,Apparel,None,Yes,Digital Wallet,3.0,Yes,None,Yes,167.68
CUST00599,37,Male,Cairo,Tablet,Social Media,1,No,Afternoon,3.59,1,Home & Kitchen,None,Yes,Credit/Debit Card,2.0,Yes,Payment Gateway,No,
CUST00600,53,Male,Riyadh,Desktop,Paid Search,1,No,Evening,10.58,4,Sports,None,Yes,Credit/Debit Card,2.0,Yes,Payment Gateway,No,
CUST00601,31,Female,Kuwait City,Mobile,Paid Search,2,Yes,Night,10.54,2,Apparel,None,Yes,Credit/Debit Card,2.0,Yes,Cart,No,
CUST00602,24,Male,Dubai,Desktop,Organic,3,Yes,Evening,13.09,7,Books,Grocery,No,Credit/Debit Card,1.0,Yes,Payment Gateway,No,
CUST00603,50,Female,Muscat,Desktop,Organic,2,Yes,Morning,16.02,2,Beauty,Grocery,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00604,27,Male,Dubai,Desktop,Social Media,2,Yes,Evening,11.85,3,Apparel,Beauty,No,BNPL,2.0,Yes,Cart,No,
CUST00605,39,Male,Dubai,Mobile,Paid Search,1,No,Evening,32.35,9,Beauty,Apparel,No,Digital Wallet,,No,Product Page,No,
CUST00606,53,Male,Riyadh,Mobile,Social Media,2,Yes,Night,12.64,2,Apparel,None,No,Credit/Debit Card,2.0,Yes,Cart,No,
CUST00607,24,Female,Dubai,Mobile,Paid Search,3,Yes,Night,36.59,8,Sports,None,Yes,Cash on Delivery,2.0,Yes,Cart,No,
CUST00608,44,Male,Mumbai,Desktop,Social Media,1,No,Evening,11.1,4,Home & Kitchen,Toys,Yes,BNPL,,No,Product Page,No,
CUST00609,24,Female,Dubai,Desktop,Social Media,2,Yes,Evening,14.89,5,Books,None,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00610,39,Male,Mumbai,Mobile,Social Media,2,Yes,Night,12.34,2,Home & Kitchen,None,No,Credit/Debit Card,1.0,Yes,Payment Gateway,No,
CUST00611,19,Male,Riyadh,Mobile,Social Media,1,No,Night,1.12,2,Beauty,Grocery,No,Credit/Debit Card,,No,Product Page,No,
CUST00612,27,Female,Riyadh,Mobile,Paid Search,1,No,Evening,18.27,5,Toys,Apparel,No,Cash on Delivery,2.0,Yes,Checkout,No,
CUST00613,31,Female,Dubai,Mobile,Direct,5,Yes,Afternoon,16.24,3,Electronics,None,No,Credit/Debit Card,,No,Product Page,No,
CUST00614,23,Male,Dubai,Tablet,Social Media,4,Yes,Afternoon,15.92,7,Beauty,None,Yes,Cash on Delivery,,No,Product Page,No,
CUST00615,45,Female,London,Mobile,Paid Search,2,Yes,Evening,5.87,3,Electronics,None,No,Cash on Delivery,1.0,Yes,None,Yes,342.83
CUST00616,70,Male,Abu Dhabi,Mobile,Paid Search,2,Yes,Evening,12.99,5,Sports,Books,Yes,Digital Wallet,,No,Product Page,No,
CUST00617,53,Female,Doha,Tablet,Social Media,1,No,Night,8.58,4,Home & Kitchen,None,Yes,Credit/Debit Card,2.0,Yes,Checkout,No,
CUST00618,28,Female,Mumbai,Mobile,Paid Search,1,No,Night,13.47,1,Grocery,Toys,No,Digital Wallet,2.0,Yes,Cart,No,
CUST00619,35,Female,Dubai,Desktop,Paid Search,1,No,Afternoon,17.33,4,Books,Grocery,No,Credit/Debit Card,1.0,Yes,Cart,No,
CUST00620,25,Female,Riyadh,Mobile,Organic,4,Yes,Evening,13.3,4,Electronics,None,No,Digital Wallet,2.0,Yes,None,Yes,352.56
CUST00621,32,Male,Doha,Mobile,Organic,6,Yes,Afternoon,28.85,6,Electronics,None,Yes,Digital Wallet,,No,Product Page,No,
CUST00622,55,Female,Dubai,Mobile,Social Media,2,Yes,Night,29.83,7,Home & Kitchen,Beauty,Yes,BNPL,,No,Product Page,No,
CUST00623,46,Female,Dubai,Desktop,Email,3,Yes,Evening,24.45,3,Home & Kitchen,Grocery,Yes,BNPL,3.0,Yes,Payment Gateway,No,
CUST00624,27,Male,Sharjah,Mobile,Paid Search,26,Yes,Afternoon,148.16245516743425,31,Electronics,Books,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00625,21,Male,Abu Dhabi,Mobile,Direct,9,Yes,Afternoon,5.05,2,Electronics,None,No,Credit/Debit Card,2.0,Yes,None,Yes,287.66
CUST00626,21,Female,Doha,Desktop,Paid Search,1,No,Morning,19.14,2,Home & Kitchen,None,No,BNPL,,No,Product Page,No,
CUST00627,45,Female,Dubai,Mobile,Organic,5,Yes,Morning,40.12,10,Electronics,None,No,BNPL,,No,Product Page,No,
CUST00628,31,Male,Mumbai,Mobile,Paid Search,1,No,Night,2.86,1,Books,None,No,Credit/Debit Card,3.0,Yes,None,Yes,66.46
CUST00629,63,Female,Dubai,Mobile,Direct,3,Yes,Morning,9.02,2,Sports,Apparel,Yes,Digital Wallet,3.0,Yes,Checkout,No,
CUST00630,39,Female,Riyadh,Mobile,Social Media,1,No,Morning,9.34,2,Sports,None,No,Digital Wallet,3.0,Yes,Cart,No,
CUST00631,31,Male,Riyadh,Desktop,Paid Search,1,No,Afternoon,5.69,1,Electronics,Books,No,Credit/Debit Card,,No,Product Page,No,
CUST00632,26,Male,Dubai,Desktop,Organic,4,Yes,Night,25.43,3,Electronics,None,No,Digital Wallet,,No,Product Page,No,
CUST00633,48,Female,Dubai,Tablet,Paid Search,2,Yes,Afternoon,18.12,5,Home & Kitchen,Beauty,Yes,BNPL,,No,Product Page,No,
CUST00634,33,Male,Kuwait City,Desktop,Email,5,Yes,Morning,28.19,6,Toys,None,Yes,Credit/Debit Card,3.0,Yes,None,Yes,43.59
CUST00635,42,Male,Cairo,Mobile,Organic,6,Yes,Evening,138.7768308683491,28,Apparel,Beauty,No,Cash on Delivery,2.0,Yes,None,Yes,136.82
CUST00636,38,Female,Abu Dhabi,Desktop,Paid Search,3,Yes,Afternoon,14.59,4,Apparel,Sports,No,Digital Wallet,3.0,Yes,Cart,No,
CUST00637,38,Female,Sharjah,Mobile,Social Media,1,No,Evening,5.38,1,Electronics,Home & Kitchen,Yes,Digital Wallet,,No,Product Page,No,
CUST00638,47,Female,Abu Dhabi,Mobile,Paid Search,2,Yes,Evening,5.9,2,Beauty,None,No,Digital Wallet,4.0,Yes,Cart,No,
CUST00639,26,Female,Dubai,Mobile,Organic,2,Yes,Afternoon,18.07,4,Beauty,None,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00640,40,Male,Doha,Mobile,Social Media,2,Yes,Night,19.9,8,Electronics,Books,No,Credit/Debit Card,1.0,Yes,Checkout,No,
CUST00641,35,Male,Muscat,Desktop,Organic,3,Yes,Evening,23.23,4,Home & Kitchen,Grocery,No,Digital Wallet,3.0,Yes,None,Yes,157.18
CUST00642,46,Female,Abu Dhabi,Mobile,Referral,2,Yes,Evening,31.32,8,Beauty,None,No,Digital Wallet,3.0,Yes,None,Yes,105.54
CUST00643,49,Male,Mumbai,Mobile,Social Media,1,No,Afternoon,16.06,4,Home & Kitchen,Beauty,No,Credit/Debit Card,,No,Product Page,No,
CUST00644,29,Female,Dubai,Mobile,Referral,1,No,Night,20.65,3,Beauty,None,Yes,Digital Wallet,2.0,Yes,Checkout,No,
CUST00645,45,Male,Doha,Mobile,Organic,4,Yes,Evening,22.97,5,Sports,None,Yes,Digital Wallet,,No,Product Page,No,
CUST00646,27,Male,Sharjah,Mobile,Paid Search,1,No,Afternoon,53.91,13,Beauty,Grocery,Yes,Digital Wallet,,No,Product Page,No,
CUST00647,36,Male,Sharjah,Desktop,Social Media,2,Yes,Afternoon,13.93,5,Home & Kitchen,None,No,Digital Wallet,,No,Product Page,No,
CUST00648,39,Female,Dubai,Mobile,Email,4,Yes,Afternoon,30.97,6,Sports,None,Yes,Digital Wallet,4.0,Yes,Checkout,No,
CUST00649,47,Male,Dubai,Desktop,Social Media,3,Yes,Night,20.14,6,Books,None,Yes,Credit/Debit Card,2.0,Yes,None,Yes,35.34
CUST00650,46,Male,Doha,Mobile,Paid Search,1,No,Night,21.99,4,Apparel,None,No,Credit/Debit Card,,No,Product Page,No,
CUST00651,27,Male,Doha,Mobile,Paid Search,1,No,Evening,15.91,4,Electronics,None,No,Credit/Debit Card,2.0,Yes,Cart,No,
CUST00652,45,Female,Abu Dhabi,Desktop,Email,5,Yes,Afternoon,28.41,6,Sports,None,Yes,Digital Wallet,,No,Product Page,No,
CUST00653,39,Male,Muscat,Desktop,Organic,2,Yes,Afternoon,30.35,8,Electronics,None,No,Digital Wallet,,No,Product Page,No,
CUST00654,57,Male,Abu Dhabi,Mobile,Organic,4,Yes,Evening,23.85,6,Books,Electronics,Yes,Credit/Debit Card,3.0,Yes,Cart,No,
CUST00655,32,Male,Doha,Desktop,Paid Search,6,Yes,Night,28.91,6,Electronics,Books,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00656,34,Female,Dubai,Tablet,Email,5,Yes,Afternoon,46.04,9,Books,Grocery,Yes,Credit/Debit Card,4.0,Yes,None,Yes,2122.54
CUST00657,59,Male,Dubai,Tablet,Referral,1,No,Afternoon,14.22,4,Home & Kitchen,Toys,No,Digital Wallet,,No,Product Page,No,
CUST00658,50,Male,Abu Dhabi,Desktop,Paid Search,1,No,Morning,7.98,2,Sports,None,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00659,26,Male,Riyadh,Desktop,Paid Search,2,Yes,Afternoon,19.47,5,Apparel,Sports,No,Credit/Debit Card,,No,Product Page,No,
CUST00660,36,Female,Riyadh,Mobile,Direct,5,Yes,Evening,12.35,3,Toys,None,No,Digital Wallet,3.0,Yes,Cart,No,
CUST00661,43,Female,Abu Dhabi,Desktop,Email,4,Yes,Night,20.26,7,Electronics,Home & Kitchen,Yes,Credit/Debit Card,3.0,Yes,None,Yes,321.59
CUST00662,47,Female,Dubai,Mobile,Organic,3,Yes,Afternoon,15.86,4,Apparel,None,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00663,30,Female,Abu Dhabi,Tablet,Direct,2,Yes,Afternoon,9.86,5,Electronics,None,No,BNPL,2.0,Yes,Checkout,No,
CUST00664,54,Female,Doha,Mobile,Organic,3,Yes,Evening,9.08,6,Grocery,None,No,Cash on Delivery,3.0,Yes,Checkout,No,
CUST00665,25,Male,Doha,Mobile,Paid Search,2,Yes,Night,42.93,8,Apparel,Toys,Yes,Credit/Debit Card,3.0,Yes,None,Yes,121.77
CUST00666,28,Female,Dubai,Mobile,Organic,2,Yes,Afternoon,15.68,4,Beauty,None,No,Digital Wallet,3.0,Yes,Cart,No,
CUST00667,52,Female,Dubai,Mobile,Organic,3,Yes,Afternoon,9.89,3,Beauty,None,Yes,Digital Wallet,,No,Product Page,No,
CUST00668,38,Female,Kuwait City,Mobile,Referral,1,No,Afternoon,14.06,4,Books,None,Yes,BNPL,,No,Product Page,No,
CUST00669,39,Male,Dubai,Mobile,Paid Search,1,No,Evening,19.94,5,Beauty,None,No,Digital Wallet,,No,Product Page,No,
CUST00670,44,Female,Dubai,Desktop,Organic,4,Yes,Night,20.18,4,Home & Kitchen,None,No,Digital Wallet,3.0,Yes,Cart,No,
CUST00671,30,Male,Dubai,Desktop,Email,3,Yes,Morning,17.87,5,Beauty,None,No,BNPL,3.0,Yes,Cart,No,
CUST00672,25,Female,Sharjah,Mobile,Social Media,1,Yes,Evening,6.17,1,Beauty,Apparel,No,Credit/Debit Card,,No,Product Page,No,
CUST00673,43,Male,Sharjah,Desktop,Social Media,2,Yes,Evening,65.32,17,Electronics,Books,Yes,Digital Wallet,3.0,Yes,None,Yes,315.78
CUST00674,46,Male,Riyadh,Mobile,Direct,3,Yes,Evening,7.09,5,Electronics,Sports,No,Digital Wallet,,No,Product Page,No,
CUST00675,39,Male,Abu Dhabi,Mobile,Social Media,1,No,Afternoon,3.31,1,Electronics,None,No,BNPL,,No,Product Page,No,
CUST00676,35,Male,Doha,Desktop,Organic,3,Yes,Night,21.95,7,Apparel,Toys,No,BNPL,,No,Product Page,No,
CUST00677,28,Female,Dubai,Desktop,Direct,2,Yes,Evening,28.1,6,Home & Kitchen,None,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00678,34,Male,Muscat,Mobile,Paid Search,2,Yes,Evening,47.0,10,Home & Kitchen,Toys,No,Credit/Debit Card,,No,Product Page,No,
CUST00679,59,Male,Riyadh,Mobile,Referral,1,No,Evening,10.27,2,Grocery,Beauty,No,Credit/Debit Card,,No,Product Page,No,
CUST00680,35,Female,Riyadh,Mobile,Organic,4,Yes,Night,18.36,6,Apparel,None,No,Credit/Debit Card,3.0,Yes,Checkout,No,
CUST00681,35,Male,Dubai,Mobile,Social Media,1,No,Evening,4.36,1,Sports,None,Yes,Digital Wallet,14.0,Yes,Cart,No,
CUST00682,37,Female,Dubai,Mobile,Social Media,1,No,Evening,29.1,8,Home & Kitchen,None,No,Digital Wallet,,No,Product Page,No,
CUST00683,34,Male,Sharjah,Tablet,Referral,2,Yes,Afternoon,12.88,4,Electronics,None,No,Digital Wallet,1.0,Yes,None,Yes,312.44
CUST00684,53,Male,Riyadh,Desktop,Paid Search,3,Yes,Afternoon,20.26,5,Home & Kitchen,Beauty,Yes,Cash on Delivery,4.0,Yes,None,Yes,1050.25
CUST00685,46,Female,Dubai,Desktop,Social Media,1,No,Afternoon,22.71,3,Grocery,Home & Kitchen,No,Credit/Debit Card,2.0,Yes,None,Yes,55.08
CUST00686,32,Female,London,Mobile,Social Media,2,Yes,Night,16.77,4,Electronics,None,No,Digital Wallet,,No,Product Page,No,
CUST00687,38,Male,Mumbai,Desktop,Social Media,1,No,Night,16.11,3,Home & Kitchen,Toys,No,BNPL,1.0,Yes,Checkout,No,
CUST00688,39,Female,Sharjah,Mobile,Social Media,1,No,Evening,16.24,8,Electronics,Books,No,Digital Wallet,,No,Product Page,No,
CUST00689,39,Female,London,Mobile,Referral,1,No,Afternoon,113.00780069096432,27,Apparel,None,No,Credit/Debit Card,,No,Product Page,No,
CUST00690,31,Other,Dubai,Mobile,Direct,3,Yes,Morning,15.71,2,Beauty,None,No,Credit/Debit Card,4.0,Yes,Checkout,No,
CUST00691,32,Male,Dubai,Desktop,Social Media,2,Yes,Night,23.04,5,Sports,None,No,Credit/Debit Card,2.0,Yes,None,Yes,188.24
CUST00692,53,Male,Dubai,Desktop,Social Media,2,Yes,Evening,17.49,4,Beauty,None,No,Digital Wallet,3.0,Yes,Checkout,No,
CUST00693,39,Female,Riyadh,Mobile,Organic,5,Yes,Evening,26.92,5,Home & Kitchen,None,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00694,32,Female,Dubai,Mobile,Paid Search,1,Yes,Night,22.35,4,Books,Grocery,No,Cash on Delivery,,No,Product Page,No,
CUST00695,35,Male,London,Mobile,Email,6,Yes,Afternoon,115.21981382496334,26,Apparel,None,Yes,Cash on Delivery,3.0,Yes,None,Yes,108.54
CUST00696,45,Female,Dubai,Desktop,Direct,2,Yes,Night,17.44,7,Beauty,None,No,Credit/Debit Card,,No,Product Page,No,
CUST00697,24,Male,Abu Dhabi,Mobile,Direct,4,Yes,Afternoon,91.0804620031836,18,Home & Kitchen,None,No,Credit/Debit Card,4.0,Yes,Payment Gateway,No,
CUST00698,51,Male,Muscat,Mobile,Social Media,2,Yes,Night,21.55,6,Books,None,No,Digital Wallet,2.0,Yes,None,Yes,58.49
CUST00699,31,Male,Dubai,Mobile,Social Media,2,Yes,Evening,12.24,2,Sports,None,No,Cash on Delivery,2.0,Yes,None,Yes,188.2
CUST00700,43,Female,Dubai,Mobile,Paid Search,1,No,Afternoon,3.61,1,Books,None,No,Credit/Debit Card,,No,Product Page,No,
CUST00701,23,Male,Riyadh,Mobile,Social Media,2,Yes,Night,25.88,3,Electronics,Sports,No,BNPL,,No,Product Page,No,
CUST00702,45,Female,Dubai,Mobile,Social Media,3,Yes,Evening,6.17,5,Beauty,Grocery,Yes,Digital Wallet,3.0,Yes,Cart,No,
CUST00703,43,Female,Dubai,Desktop,Direct,4,Yes,Afternoon,21.28,7,Beauty,None,No,Credit/Debit Card,4.0,Yes,None,Yes,137.21
CUST00704,42,Female,Dubai,Mobile,Direct,5,Yes,Afternoon,150.56548654515606,32,Beauty,None,No,Digital Wallet,,No,Product Page,No,
CUST00705,29,Other,Sharjah,Tablet,Referral,2,Yes,Morning,21.1,6,Home & Kitchen,None,No,Credit/Debit Card,2.0,Yes,Payment Gateway,No,
CUST00706,33,Female,Mumbai,Desktop,Direct,2,Yes,Evening,13.69,3,Electronics,Home & Kitchen,No,Digital Wallet,2.0,Yes,None,Yes,368.47
CUST00707,40,Other,Muscat,Mobile,Paid Search,1,No,Afternoon,8.49,4,Apparel,None,No,Digital Wallet,3.0,Yes,Checkout,No,
CUST00708,32,Male,Abu Dhabi,Mobile,Organic,4,Yes,Night,25.43,6,Apparel,None,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00709,30,Male,Abu Dhabi,Mobile,Paid Search,1,No,Afternoon,16.24,3,Sports,None,Yes,Credit/Debit Card,3.0,Yes,Cart,No,
CUST00710,51,Male,Dubai,Mobile,Paid Search,2,Yes,Afternoon,25.35,5,Sports,Books,No,Credit/Debit Card,2.0,Yes,Payment Gateway,No,
CUST00711,21,Male,Mumbai,Desktop,Organic,2,Yes,Evening,51.11,12,Electronics,None,No,Digital Wallet,1.0,Yes,Cart,No,
CUST00712,70,Female,Dubai,Desktop,Organic,4,Yes,Evening,44.44,13,Grocery,None,Yes,Credit/Debit Card,3.0,Yes,Payment Gateway,No,
CUST00713,28,Male,Abu Dhabi,Mobile,Organic,5,Yes,Night,12.29,3,Electronics,None,No,Digital Wallet,,No,Product Page,No,
CUST00714,42,Female,Doha,Mobile,Paid Search,2,Yes,Evening,15.09,4,Apparel,Toys,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00715,41,Female,Mumbai,Mobile,Paid Search,2,Yes,Afternoon,20.06,5,Electronics,None,No,Credit/Debit Card,,No,Product Page,No,
CUST00716,29,Female,Dubai,Mobile,Paid Search,2,Yes,Evening,44.84,10,Books,Electronics,No,Credit/Debit Card,2.0,Yes,Cart,No,
CUST00717,32,Male,Dubai,Mobile,Paid Search,1,No,Morning,16.24,4,Beauty,None,No,Credit/Debit Card,3.0,Yes,Checkout,No,
CUST00718,47,Female,Dubai,Mobile,Paid Search,5,Yes,Afternoon,9.47,2,Apparel,Toys,No,Credit/Debit Card,2.0,Yes,Payment Gateway,No,
CUST00719,36,Male,Dubai,Tablet,Organic,4,Yes,Afternoon,24.52,6,Beauty,Apparel,Yes,BNPL,,No,Product Page,No,
CUST00720,63,Male,Riyadh,Mobile,Email,5,Yes,Evening,150.56548654515606,49,Electronics,Books,Yes,Cash on Delivery,11.0,Yes,None,Yes,603.13
CUST00721,31,Female,Doha,Mobile,Social Media,2,Yes,Afternoon,12.49,3,Apparel,None,No,BNPL,,No,Product Page,No,
CUST00722,31,Female,Riyadh,Desktop,Organic,2,Yes,Afternoon,17.09,1,Apparel,None,Yes,Credit/Debit Card,3.0,Yes,None,Yes,120.87
CUST00723,28,Male,Dubai,Mobile,Paid Search,1,No,Afternoon,11.87,3,Electronics,Sports,Yes,BNPL,,No,Product Page,No,
